filename,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc_mean,mfcc_var,mfcc_mean,mfcc_var,mfcc_mean,mfcc_var,mfcc_mean,mfcc_var,mfcc_mean,mfcc_var,mfcc_mean,mfcc_var,label
66038001.wav,-164.71530151367188,117.4527816772461,-39.65244674682617,28.245250701904297,-66.56243133544922,3.5246567726135254,-26.43091583251953,19.00681495666504,-12.18627643585205,29.37262535095215,-7.475497722625732,21.692445755004883,0.05362733080983162,-1.7350655794143677,5.480532169342041,-5.923851013183594,2.8602519035339355,0.15540985763072968,10.21603012084961,-4.37153434753418,BeardedSeal
66038002.wav,-172.33221435546875,115.1631851196289,-56.26864242553711,22.54741096496582,-42.716922760009766,27.021371841430664,-27.352136611938477,20.77358627319336,-23.790271759033203,24.70081901550293,-9.476269721984863,11.492511749267578,-2.3563506603240967,4.342008113861084,4.929630756378174,1.0802801847457886,8.90673828125,-2.4697866439819336,8.423627853393555,-9.210963249206543,BeardedSeal
66038003.wav,-185.90567016601562,65.86475372314453,-24.246232986450195,18.687156677246094,-26.472089767456055,29.053081512451172,6.331103801727295,-10.860686302185059,-7.256213665008545,0.6506319642066956,-11.356738090515137,19.104516983032227,-5.647179126739502,9.388781547546387,-2.8580286502838135,3.821845769882202,-7.115759372711182,6.924289703369141,-6.630395412445068,4.426177024841309,BeardedSeal
66038004.wav,-170.7886199951172,107.15658569335938,-67.22142028808594,56.66706848144531,-28.700761795043945,4.98817253112793,-36.640625,44.15925216674805,-18.8526611328125,22.270936965942383,-12.968789100646973,11.898883819580078,-8.038766860961914,-0.7579917907714844,0.1292792111635208,-2.2393617630004883,2.574835777282715,-6.49080228805542,11.43344497680664,-9.718289375305176,BeardedSeal
66038005.wav,-159.32606506347656,117.50703430175781,-51.983821868896484,2.6918134689331055,-38.763484954833984,18.219924926757812,-3.3186795711517334,27.026208877563477,-17.66796112060547,6.203137397766113,-14.648031234741211,6.285992622375488,3.0021233558654785,2.706881046295166,5.715965747833252,0.2712385058403015,5.539511680603027,-4.803774356842041,5.501712322235107,-5.386960029602051,BeardedSeal
66038006.wav,-187.57675170898438,118.78246307373047,-37.351226806640625,40.385658264160156,-33.435951232910156,22.23984146118164,-32.092159271240234,20.698871612548828,-19.975370407104492,20.654329299926758,-14.646549224853516,11.650390625,0.7832023501396179,2.956749200820923,-0.024779951199889183,-3.316868305206299,5.261776924133301,-6.5849504470825195,6.551197052001953,-7.425458908081055,BeardedSeal
66038007.wav,-189.84622192382812,119.06195831298828,-48.90479278564453,41.53010559082031,-32.231719970703125,20.77512550354004,-24.181825637817383,35.22647476196289,-21.885671615600586,16.41084098815918,-13.024298667907715,14.44317626953125,-1.7829290628433228,2.4854090213775635,1.8966782093048096,-3.475374221801758,2.0531177520751953,-8.086124420166016,5.18137264251709,-11.489251136779785,BeardedSeal
66038008.wav,-215.2515869140625,116.94056701660156,-52.27519989013672,28.110395431518555,-36.26081848144531,28.516162872314453,-32.24393844604492,16.063207626342773,-25.763957977294922,15.193613052368164,-23.24295997619629,8.81601619720459,-2.8364474773406982,-2.682284355163574,2.9590957164764404,-1.6471154689788818,9.556078910827637,-4.919579029083252,8.93858814239502,-6.427830219268799,BeardedSeal
66038009.wav,-203.95355224609375,110.57951354980469,-59.71405029296875,37.96046447753906,-55.3553466796875,30.405094146728516,-37.84288024902344,20.52454948425293,-30.04789161682129,14.614903450012207,-16.199094772338867,13.972831726074219,-3.322164535522461,5.414161205291748,5.2478485107421875,-5.889603614807129,6.0372090339660645,-5.93904447555542,8.316743850708008,-6.670217037200928,BeardedSeal
6603800A.wav,-215.6823272705078,110.40123748779297,-67.2815170288086,44.54759216308594,-47.466041564941406,29.12761116027832,-39.6259765625,25.346466064453125,-27.352262496948242,19.094070434570312,-18.76587677001953,13.557631492614746,-7.148118019104004,4.370920181274414,1.3164209127426147,-4.8605170249938965,7.821823596954346,-6.8093342781066895,5.089906692504883,-11.213367462158203,BeardedSeal
66039001.wav,-206.94873046875,158.93202209472656,-93.4144287109375,56.59048080444336,-45.280174255371094,11.828603744506836,-15.331686973571777,10.070542335510254,-2.3594281673431396,-10.588479042053223,13.369649887084961,-11.184552192687988,12.863146781921387,-11.516969680786133,14.278266906738281,1.8185179233551025,-0.04320614039897919,10.897126197814941,-2.8824076652526855,11.022418975830078,BeardedSeal
66039002.wav,-208.96788024902344,134.4470977783203,-66.25609588623047,36.042449951171875,-33.21668243408203,9.159065246582031,-12.60663890838623,2.0907163619995117,0.6845824718475342,-5.8497138023376465,9.056635856628418,-8.37475299835205,14.032642364501953,-4.609820365905762,8.677167892456055,3.474581480026245,0.4918626844882965,8.570465087890625,-3.334244728088379,8.740958213806152,BeardedSeal
66039003.wav,-216.46383666992188,132.9642791748047,-58.326988220214844,47.567222595214844,-36.01502990722656,16.23969078063965,-10.3010835647583,7.319532871246338,2.4028847217559814,-9.467341423034668,10.42258071899414,-8.87303352355957,14.61993408203125,-4.963449478149414,7.194111347198486,1.9517042636871338,2.3033995628356934,9.959090232849121,-2.2547051906585693,10.276715278625488,BeardedSeal
66039004.wav,-240.7080535888672,125.82408905029297,-59.16331100463867,34.67051315307617,-37.9128532409668,15.255992889404297,-10.582928657531738,-2.3465938568115234,6.90678071975708,-5.606020450592041,7.215346336364746,-6.281133651733398,12.81341552734375,-3.6856839656829834,7.399100303649902,3.9974429607391357,-0.5530613660812378,6.5588788986206055,-2.2242560386657715,6.3453521728515625,BeardedSeal
66039005.wav,-196.89993286132812,126.7251968383789,-68.92728424072266,46.109947204589844,-43.068302154541016,22.745664596557617,-8.259637832641602,0.9210610389709473,5.821507930755615,-9.335653305053711,8.371061325073242,-6.86773681640625,13.22681999206543,-4.705091953277588,10.273758888244629,3.1850996017456055,1.1197110414505005,5.630957126617432,-3.474262237548828,8.679226875305176,BeardedSeal
66039006.wav,-206.9288330078125,139.51548767089844,-78.30138397216797,57.06385803222656,-59.426841735839844,21.891408920288086,-15.098366737365723,4.939728736877441,2.5810248851776123,-9.619297981262207,16.33548355102539,-6.067254066467285,16.197603225708008,-7.403458118438721,12.10932731628418,-2.070150136947632,1.7312856912612915,7.037081718444824,-6.19502067565918,9.969704627990723,BeardedSeal
66039007.wav,-200.96275329589844,131.97877502441406,-87.32466888427734,62.29890060424805,-44.22469711303711,19.870101928710938,-13.517439842224121,5.502772808074951,-0.624815046787262,-6.60752534866333,14.585205078125,-10.106807708740234,15.333232879638672,-9.582883834838867,12.383177757263184,0.7480481863021851,1.026203989982605,7.6021623611450195,-6.2885942459106445,9.48044490814209,BeardedSeal
66039008.wav,-180.63987731933594,147.75930786132812,-98.14044189453125,66.08867645263672,-57.09119415283203,25.335533142089844,-23.904542922973633,5.627202033996582,-3.1562042236328125,-10.439957618713379,16.738988876342773,-12.800104141235352,17.40460968017578,-12.436705589294434,13.697172164916992,-2.9034597873687744,-1.199789047241211,7.521798610687256,-6.919872760772705,9.500569343566895,BeardedSeal
66039009.wav,-180.44287109375,132.2213134765625,-84.29159545898438,73.09681701660156,-53.80019760131836,21.19671058654785,-20.742334365844727,7.544837474822998,-2.5713753700256348,-12.218191146850586,14.821118354797363,-10.752912521362305,16.971750259399414,-12.757636070251465,13.531572341918945,-0.48459210991859436,-0.9153302907943726,6.448275566101074,-8.14111614227295,7.140059471130371,BeardedSeal
6603900A.wav,-162.66038513183594,118.27278137207031,-80.24280548095703,68.29582214355469,-50.48668670654297,21.872398376464844,-15.88587760925293,2.7210752964019775,-2.0019657611846924,-12.178714752197266,10.040993690490723,-10.287155151367188,14.488739967346191,-12.033665657043457,12.08357048034668,-2.490713596343994,0.5907466411590576,9.350071907043457,-8.77590560913086,7.868088245391846,BeardedSeal
6603900B.wav,-204.5330810546875,146.80567932128906,-50.4759635925293,54.41318130493164,-31.750396728515625,15.483782768249512,-1.3472620248794556,4.116346836090088,3.9704983234405518,-0.8403756022453308,11.61536979675293,-8.271058082580566,10.954639434814453,-9.05758285522461,1.985111951828003,-3.1300158500671387,-5.3990631103515625,2.1559689044952393,-7.55986213684082,4.470895290374756,BeardedSeal
6603900C.wav,-226.76925659179688,173.61672973632812,-67.87420654296875,59.886024475097656,-38.89044189453125,28.773916244506836,-5.453911304473877,13.942206382751465,3.297182559967041,-4.514956474304199,13.958176612854004,-12.95181655883789,15.293339729309082,-12.591840744018555,6.8947625160217285,-3.0253896713256836,-5.602659702301025,1.707223892211914,-10.649027824401855,4.622533798217773,BeardedSeal
6603900D.wav,-194.208984375,144.24598693847656,-53.91401290893555,48.60617446899414,-23.296428680419922,17.620412826538086,-2.243356704711914,4.2325119972229,3.731816530227661,-3.213653564453125,8.390462875366211,-8.40948486328125,11.894291877746582,-5.654562950134277,6.152555465698242,-0.4622473120689392,-5.131340026855469,2.3805036544799805,-8.965351104736328,2.535634756088257,BeardedSeal
67027008.wav,-278.8735656738281,90.08516693115234,-43.10859298706055,29.693147659301758,0.7717195749282837,24.445899963378906,6.846460342407227,24.369382858276367,-1.9919096231460571,20.022457122802734,-0.8852524161338806,22.5180606842041,-1.1731951236724854,20.664152145385742,1.586089015007019,9.473997116088867,-2.018383026123047,1.3134856224060059,-3.9907896518707275,3.8903658390045166,BeardedSeal
6702700A.wav,-325.96405029296875,65.92021942138672,0.4990251660346985,56.21147537231445,9.592257499694824,14.627771377563477,-3.1254994869232178,32.47732162475586,-1.9238123893737793,15.321270942687988,6.250148773193359,28.255342483520508,-6.05387544631958,16.541885375976562,1.5133056640625,6.744004726409912,-3.5256423950195312,6.100991249084473,-0.6623405814170837,3.3517959117889404,BeardedSeal
6702700B.wav,-386.2612609863281,167.69879150390625,-64.75944519042969,58.74836349487305,14.378700256347656,-2.7379419803619385,40.286163330078125,-9.835897445678711,15.537345886230469,15.040553092956543,-11.709539413452148,25.205318450927734,5.127774238586426,-2.8506224155426025,13.27607250213623,-6.598554611206055,8.105571746826172,6.207706451416016,-6.342082500457764,10.321993827819824,BeardedSeal
70024001.wav,-183.22500610351562,124.52342987060547,-40.90142059326172,15.988883018493652,-23.74040412902832,21.425243377685547,-27.48060417175293,4.738744258880615,-15.387911796569824,14.960601806640625,-15.822154998779297,14.670068740844727,-18.426332473754883,12.512907981872559,-1.9152177572250366,8.204668045043945,-6.26287841796875,3.477980613708496,-4.525897979736328,8.046431541442871,BeardedSeal
70024002.wav,-236.02552795410156,113.65898895263672,-37.78642272949219,26.289573669433594,-39.931819915771484,26.89357566833496,-34.15392303466797,18.934856414794922,-22.456573486328125,17.62623405456543,-15.800240516662598,5.522369861602783,-10.45817756652832,16.832738876342773,-12.305171966552734,12.21142578125,-3.402113199234009,13.315704345703125,-8.570995330810547,6.483954906463623,BeardedSeal
70024003.wav,-233.0635528564453,107.70987701416016,-28.04640769958496,14.326004981994629,-32.84890365600586,30.383699417114258,-26.60027313232422,13.695586204528809,-22.050403594970703,13.990363121032715,-11.428709030151367,15.475915908813477,-13.261263847351074,10.901132583618164,-10.470704078674316,11.553101539611816,-7.030470848083496,6.488223075866699,-9.352696418762207,8.33040714263916,BeardedSeal
70024004.wav,-265.1802062988281,119.83131408691406,-35.74451446533203,5.30328369140625,-41.30382537841797,18.27402687072754,-34.421302795410156,15.927055358886719,-4.178663730621338,14.765890121459961,-12.59815788269043,6.722614765167236,-17.181076049804688,5.343261241912842,-0.05183248221874237,17.493478775024414,-5.214278221130371,9.081100463867188,-5.36120080947876,1.743936538696289,BeardedSeal
70024005.wav,-246.40966796875,103.70846557617188,-28.209068298339844,22.28557014465332,-39.4603157043457,18.798046112060547,-19.862834930419922,13.936463356018066,-21.835798263549805,15.908052444458008,-8.134886741638184,12.093073844909668,-9.086719512939453,12.32161808013916,-6.603330612182617,10.663775444030762,-5.350855827331543,4.817650318145752,-3.527357339859009,5.363590717315674,BeardedSeal
70024006.wav,-218.1389923095703,105.29753112792969,-49.33418273925781,23.29561996459961,-29.42093849182129,26.369380950927734,-36.43961715698242,15.80251693725586,-14.363361358642578,17.92546844482422,-15.624980926513672,13.27830696105957,-20.584331512451172,10.255635261535645,-2.739706039428711,16.23341941833496,-12.390108108520508,6.305720329284668,-4.861833572387695,9.777572631835938,BeardedSeal
70024007.wav,-264.5110168457031,112.72444152832031,-53.596866607666016,-3.8318891525268555,-44.45598220825195,37.71229553222656,-10.040875434875488,8.149870872497559,-28.25727653503418,17.678577423095703,-13.727616310119629,19.379194259643555,-14.865948677062988,5.336449146270752,-5.539463043212891,11.986989974975586,-10.858159065246582,9.183845520019531,-3.573831558227539,4.827292442321777,BeardedSeal
70024009.wav,-239.502197265625,110.96795654296875,-55.177433013916016,21.45085906982422,-24.68146324157715,19.471160888671875,-33.00360870361328,10.899579048156738,-24.367053985595703,15.915628433227539,-3.685614585876465,11.478279113769531,-26.62111473083496,3.762723922729492,-6.05755090713501,5.573603630065918,-7.457386016845703,2.9970247745513916,-7.487611293792725,5.277571201324463,BeardedSeal
7002400A.wav,-311.41912841796875,119.39456176757812,-33.599037170410156,9.944915771484375,-36.13081741333008,22.979129791259766,-28.34088897705078,4.698307991027832,-19.207956314086914,11.406588554382324,-9.094557762145996,13.297765731811523,-10.079560279846191,8.034049987792969,-7.195462226867676,11.363380432128906,-4.631922721862793,9.893542289733887,-2.081045389175415,5.206937789916992,BeardedSeal
70025001.wav,-125.88825988769531,101.51020050048828,-48.38840866088867,34.57392501831055,-34.06367492675781,20.329395294189453,-14.562115669250488,7.572345733642578,-28.780250549316406,27.81005096435547,-16.926563262939453,14.573134422302246,-21.171743392944336,9.668113708496094,-15.881152153015137,10.833663940429688,-12.000515937805176,14.156187057495117,-3.1728007793426514,7.368568420410156,BeardedSeal
70025002.wav,-127.16504669189453,106.53004455566406,-52.27528381347656,32.407833099365234,-27.607248306274414,16.947425842285156,-18.871387481689453,15.506805419921875,-27.515466690063477,20.27374267578125,-19.405641555786133,16.853286743164062,-20.636837005615234,12.189667701721191,-10.697298049926758,14.0306396484375,-12.84835147857666,16.119869232177734,-3.5716092586517334,4.473872184753418,BeardedSeal
70025003.wav,-138.16900634765625,108.7488021850586,-49.842979431152344,23.55937957763672,-31.872865676879883,30.21569061279297,-12.627070426940918,8.419698715209961,-28.890260696411133,30.46675682067871,-19.72747039794922,13.037714958190918,-18.473039627075195,10.390704154968262,-17.421350479125977,14.19005012512207,-8.010091781616211,17.95164680480957,-3.899693012237549,7.384875297546387,BeardedSeal
70025004.wav,-125.32107543945312,110.1100082397461,-48.1861457824707,24.445068359375,-30.95913314819336,20.10382652282715,-9.709310531616211,15.605199813842773,-25.48310661315918,19.511993408203125,-20.313993453979492,12.854791641235352,-18.658981323242188,11.357040405273438,-12.123822212219238,16.592073440551758,-8.530516624450684,14.88869857788086,-4.660563945770264,7.942162990570068,BeardedSeal
70025005.wav,-123.54613494873047,92.39767456054688,-54.34260940551758,35.97978210449219,-40.29715347290039,13.467058181762695,-11.911343574523926,12.455574989318848,-38.24624252319336,24.568103790283203,-23.56416893005371,10.98737621307373,-16.971084594726562,22.607927322387695,-13.523859024047852,14.756815910339355,-9.040956497192383,13.93068790435791,-9.614869117736816,10.319189071655273,BeardedSeal
70025006.wav,-120.65754699707031,103.51903533935547,-39.84961700439453,6.894449234008789,-43.24766540527344,3.790173053741455,-2.0776567459106445,11.89600944519043,-9.223493576049805,27.07319450378418,-19.05181884765625,-3.946606159210205,-16.029804229736328,7.4913506507873535,-4.922618865966797,14.082545280456543,-1.9345389604568481,10.05297565460205,-0.4634641110897064,1.9489459991455078,BeardedSeal
70025007.wav,-151.94851684570312,103.77127075195312,-47.555397033691406,31.314517974853516,-32.06381607055664,7.83286714553833,-18.40080451965332,-0.4901030361652374,-32.65281295776367,24.37883949279785,-13.706781387329102,17.406625747680664,-6.059417247772217,12.746088027954102,-10.495307922363281,11.617846488952637,-10.341959953308105,9.785284042358398,-9.563851356506348,1.658704161643982,BeardedSeal
70025008.wav,-320.2723693847656,231.43841552734375,-139.6759796142578,70.59074401855469,-8.650633811950684,-40.51322555541992,48.57324981689453,-28.932668685913086,-0.9022096991539001,13.619342803955078,-25.02419090270996,14.008452415466309,-12.06120777130127,-12.95687198638916,16.021238327026367,-8.840513229370117,7.939198970794678,9.556187629699707,1.4572006464004517,16.41097068786621,BeardedSeal
70025009.wav,-304.1405029296875,213.2138214111328,-127.20670318603516,68.46887969970703,4.226536750793457,-37.746700286865234,35.758155822753906,-27.48432159423828,2.866255760192871,16.51107406616211,-25.303386688232422,10.476271629333496,-6.960113525390625,-11.714237213134766,12.363343238830566,-10.206137657165527,3.291191577911377,4.283966064453125,-7.0542778968811035,9.033452033996582,BeardedSeal
7002500A.wav,-336.1299133300781,203.46920776367188,-111.73894500732422,23.65943145751953,2.9838945865631104,-11.95748519897461,32.02641296386719,-27.48601722717285,-0.7793968915939331,16.377574920654297,-9.777663230895996,15.73671817779541,-4.3879008293151855,-4.602397441864014,16.121685028076172,-4.950409889221191,9.102293968200684,10.118926048278809,-2.3363840579986572,12.134483337402344,BeardedSeal
7002500B.wav,-333.9710998535156,228.61761474609375,-117.16201782226562,53.2944221496582,-11.037174224853516,-22.656274795532227,51.280860900878906,-39.20315933227539,-8.796663284301758,21.937353134155273,-20.096071243286133,13.848339080810547,0.38327157497406006,-7.936161994934082,11.731266021728516,-8.023524284362793,10.089900970458984,8.969104766845703,-8.746511459350586,6.282127857208252,BeardedSeal
71012001.wav,-565.4523315429688,196.35476684570312,20.694547653198242,-16.374637603759766,33.182430267333984,31.506900787353516,-5.385880470275879,-1.9326441287994385,16.98687171936035,6.543166160583496,-3.449266195297241,9.12685775756836,10.53693675994873,-6.715330600738525,-8.397708892822266,4.306336879730225,1.5889129638671875,-9.23287582397461,-5.369653701782227,1.7143086194992065,BeardedSeal
71012002.wav,-421.7321472167969,196.98873901367188,8.854303359985352,-25.38359832763672,32.59154510498047,26.87981605529785,-14.492486000061035,-4.651667594909668,17.103866577148438,-2.717710494995117,-19.127994537353516,-1.154798150062561,6.182705879211426,-10.502588272094727,-10.264643669128418,5.917583465576172,2.6600232124328613,-9.553954124450684,-2.735243558883667,7.7922139167785645,BeardedSeal
71012003.wav,-500.87701416015625,255.7122344970703,2.745260715484619,-34.98591232299805,43.105960845947266,34.0286750793457,-21.057466506958008,-7.196171760559082,22.806541442871094,0.16537103056907654,-16.90202522277832,7.451059818267822,14.175352096557617,-9.799249649047852,-10.889738082885742,7.65216064453125,2.275477647781372,-11.572979927062988,-2.159066677093506,8.419450759887695,BeardedSeal
71012004.wav,-460.2211608886719,226.73104858398438,6.1327314376831055,-32.184513092041016,33.997501373291016,27.65171241760254,-19.259069442749023,-8.396919250488281,16.57042694091797,-3.0588645935058594,-17.453678131103516,3.648754596710205,8.75505542755127,-12.510684967041016,-11.93339729309082,6.256039619445801,0.970404863357544,-12.628764152526855,-1.4608923196792603,14.434514045715332,BeardedSeal
71012005.wav,-430.9949951171875,205.0981903076172,10.328524589538574,-24.854385375976562,33.639644622802734,30.53544044494629,-12.708907127380371,-9.846416473388672,10.264089584350586,-3.430469274520874,-15.110108375549316,1.6966737508773804,6.704208850860596,-10.805946350097656,-11.549698829650879,4.675131797790527,3.3163812160491943,-8.324790954589844,-3.1070475578308105,7.092751502990723,BeardedSeal
71012006.wav,-389.452880859375,234.7022705078125,-3.5321226119995117,-43.00654220581055,36.20433044433594,34.67294692993164,-18.121644973754883,-11.462320327758789,14.220837593078613,-4.3805036544799805,-17.959468841552734,4.863874912261963,10.604594230651855,-11.231644630432129,-10.443187713623047,8.038843154907227,1.4123338460922241,-14.120726585388184,-4.435277938842773,9.602670669555664,BeardedSeal
71012007.wav,-414.116943359375,232.68690490722656,11.078662872314453,-30.191286087036133,33.616790771484375,24.736265182495117,-23.822328567504883,-11.314092636108398,17.945526123046875,0.3178010582923889,-16.995845794677734,1.5411244630813599,8.695777893066406,-9.96889877319336,-10.671342849731445,5.338115692138672,0.6389253735542297,-12.818720817565918,-5.5535807609558105,5.214705467224121,BeardedSeal
71012008.wav,-449.99285888671875,246.35565185546875,9.642630577087402,-29.546354293823242,41.59841537475586,28.100341796875,-26.291900634765625,-10.293551445007324,21.170616149902344,-0.8957170844078064,-18.869775772094727,4.964138984680176,13.84140396118164,-7.498111248016357,-8.82248306274414,7.578416347503662,1.300251841545105,-11.739309310913086,-1.1224744319915771,9.934957504272461,BeardedSeal
71012009.wav,-412.2774963378906,216.89312744140625,14.940664291381836,-24.082948684692383,35.20149230957031,27.356090545654297,-19.015092849731445,-11.165533065795898,12.504461288452148,-4.375526428222656,-18.51122283935547,0.8875306844711304,8.743082046508789,-8.197627067565918,-8.6234769821167,6.680438041687012,2.585278034210205,-10.298916816711426,-4.4737348556518555,4.51099967956543,BeardedSeal
7101200A.wav,-274.5713806152344,111.3515625,-0.47984883189201355,48.33249282836914,-10.394888877868652,27.924739837646484,-9.45023250579834,7.478928565979004,-21.22077751159668,3.575488805770874,-5.686710834503174,0.9383386969566345,-7.324410915374756,-2.6484391689300537,-6.190559387207031,-3.433605194091797,-7.497517108917236,-1.2740098237991333,-2.9558846950531006,1.9588873386383057,BeardedSeal
7101200B.wav,-302.75555419921875,127.1148452758789,-0.921991765499115,47.2246208190918,-2.1266868114471436,20.0089054107666,-4.147317409515381,11.316113471984863,-19.706514358520508,-3.962162494659424,-3.8062233924865723,-1.06757652759552,-10.354384422302246,-1.0401760339736938,-6.4625563621521,2.348545551300049,-6.2897868156433105,1.223046064376831,-1.076185941696167,0.6447768211364746,BeardedSeal
7101200C.wav,-327.0082702636719,131.40591430664062,-3.9922831058502197,42.314571380615234,-0.6207216382026672,19.868289947509766,-2.6891825199127197,10.166768074035645,-16.62364959716797,1.187682032585144,-5.691123008728027,3.7217023372650146,-8.78732967376709,-1.9307928085327148,-6.4405131340026855,3.6184630393981934,-2.596196174621582,2.4316060543060303,-4.502038955688477,-7.472452163696289,BeardedSeal
7101200D.wav,-273.5461730957031,118.75186920166016,3.1827735900878906,50.3628044128418,-5.40207052230835,17.082862854003906,-16.59862518310547,11.462767601013184,-14.9420166015625,-3.101903200149536,0.4569995403289795,-0.1365228146314621,-5.6907806396484375,-0.2497422695159912,-10.610982894897461,-3.988246202468872,-8.024575233459473,-4.578921794891357,0.8273739814758301,2.3454647064208984,BeardedSeal
7101200E.wav,-308.118408203125,128.32029724121094,-6.116741180419922,46.864376068115234,3.0477118492126465,22.324251174926758,-5.285783290863037,15.702712059020996,-9.51645278930664,1.4367586374282837,-7.3642578125,2.6227753162384033,-11.804293632507324,2.5553460121154785,-10.735482215881348,1.5340843200683594,-3.714163064956665,1.0593410730361938,-1.3525279760360718,-0.9562496542930603,BeardedSeal
7101200F.wav,-298.2699279785156,127.35906982421875,4.237849235534668,46.578834533691406,-6.0229573249816895,15.482381820678711,-14.374876976013184,18.044523239135742,-14.853078842163086,-1.3372864723205566,-1.023430347442627,1.728498935699463,-8.902079582214355,1.4354041814804077,-9.843481063842773,-3.885671615600586,-9.676124572753906,-2.7196662425994873,3.6543116569519043,2.1874773502349854,BeardedSeal
7101200G.wav,-318.7867126464844,139.7090301513672,5.258307933807373,44.944522857666016,-1.3917378187179565,15.568655014038086,-5.870360374450684,14.860479354858398,-11.582250595092773,-5.269696235656738,-0.2075713574886322,-1.8621864318847656,-11.937331199645996,1.2286078929901123,-7.108790397644043,-2.0352540016174316,-6.4379801750183105,-1.361725091934204,-2.6514177322387695,-8.58746337890625,BeardedSeal
